Model,Predictor,Alpha,Perturbation,Top1,Top5,Coverage,Size
ResNet50,Fixed,0.1,brightness,0.37156666666666666,0.8501666665852864,0.8923333333333333,5.790033333333334
ResNet50,Fixed,0.1,erasure,0.36123333333333335,0.8364666665852865,0.857,5.289133333333333
ResNet50,Fixed,0.1,jpeg,0.35176666665649414,0.8377333332519531,0.8524666666666667,5.240766666666667
ResNet50,Naive,0.1,clean,0.4754333333129883,0.9043333333333333,0.9045333333333333,4.8600666666666665
ResNet50,Naive,0.1,gaussian_noise,0.46896666664632164,0.9018333333333334,0.905,4.9692
ResNet50,Naive,0.1,blur,0.3190333333028158,0.8230666665852864,0.8576,5.549833333333333
ResNet50,Naive,0.1,brightness,0.37156666664632165,0.8501666666666666,0.8935333333333333,5.803866666666667
ResNet50,Naive,0.1,erasure,0.3601,0.8351666666259766,0.8590333333333333,5.2941666666666665
ResNet50,Naive,0.1,jpeg,0.35176666665649414,0.8377333332926433,0.8515333333333334,5.2506
ResNet50,APS,0.1,clean,0.4754333333129883,0.9043333332519531,0.9027666666666667,4.8636333333333335
ResNet50,APS,0.1,gaussian_noise,0.4660333332926432,0.9014333332519531,0.9041,4.970566666666667
ResNet50,APS,0.1,blur,0.31903333333333334,0.8230666665852864,0.8593333333333333,5.5632
ResNet50,APS,0.1,brightness,0.37156666664632165,0.8501666666666666,0.8931666666666667,5.8113
ResNet50,APS,0.1,erasure,0.36123333329264323,0.8400333332519531,0.8596333333333334,5.303533333333333
ResNet50,APS,0.1,jpeg,0.35176666663614914,0.8377333333333333,0.8524333333333334,5.255066666666667
ResNet50,RAPS,0.1,clean,0.4754333333333333,0.9043333333333333,0.9007,4.752466666666667
ResNet50,RAPS,0.1,gaussian_noise,0.46359999997965495,0.9022666666666667,0.9026,4.811333333333334
ResNet50,RAPS,0.1,blur,0.3190333333129883,0.8230666666259766,0.8336333333333333,5.0923
ResNet50,RAPS,0.1,brightness,0.3715333332926432,0.8501666666259766,0.8655666666666667,5.220833333333333
ResNet50,RAPS,0.1,erasure,0.3595333332926432,0.8366666665852864,0.8406333333333333,4.991533333333333
ResNet50,RAPS,0.1,jpeg,0.3517666666463216,0.8377333332926433,0.8394333333333334,4.951533333333333
ResNet18,Fixed,0.05,clean,0.42166666664632163,0.8797333332926432,0.9498,6.685566666666666
